condition_id,total_records,argmax_confidence_ece,brier_score,complete_all_framings_count,confidence_provenance,coverage,coverage_within_scope,display_name,eligible_count,expected_calibration_error,fallback_circularity_warning,fallback_rate_among_known,framing,generated_high_confidence_count,generated_high_confidence_error_count,generated_high_confidence_error_rate,generated_prediction_agreement_count,generated_prediction_agreement_eligible,generated_prediction_agreement_rate,high_confidence_count,high_confidence_error_count,high_confidence_error_rate,high_confidence_threshold,interpretation_note,mean_argmax_confidence_correct,mean_argmax_confidence_error,mean_generated_label_confidence_correct,mean_generated_label_confidence_error,negative_log_likelihood,probability_field,roc_auc,scope,scope_record_count,status,threshold_accuracy,threshold_accuracy_confidence_interval_95,threshold_correct_count
baseline.robust_2B.with_manual,3000,0.18314133384297593,0.2128583271173721,0,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Baseline 2B — with manual,3000,0.18314133384297604,,0.0,yes_no,840,34,0.04047619047619048,1993,3000,0.6643333333333333,886,50,0.056433408577878104,0.9,,0.8750953410170494,0.7714464447877624,0.6874438616550308,0.49112200232215103,0.6044817568373452,verdict_prob_belongs,0.85045875,all,,computed,0.6683333333333333,"[0.651279980877979, 0.6849561400511612]",2005
baseline.robust_2B.with_manual,3000,0.5415844562843222,0.503345201176241,0,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Baseline 2B — with manual,3000,0.5415844562843222,,0.0,true_false,530,110,0.20754716981132076,1012,3000,0.3373333333333333,1057,531,0.5023651844843898,0.9,,0.8972135175468471,0.8637699256530598,0.37250772090105855,0.511602271237715,1.4149899567382047,boolean_prob_true,0.69520325,all,,computed,0.3333333333333333,"[0.31668723296274204, 0.3504057166123665]",1000
baseline.robust_2B.with_manual,,0.18314133384297593,0.2128583271173721,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Baseline 2B — with manual,3000,0.18314133384297604,False,,yes_no,,,,1993,3000,0.6643333333333333,,,,,,,,,,0.6044817568373452,verdict_prob_belongs,0.85045875,non_fallback,3000,computed,0.6683333333333333,,
baseline.robust_2B.with_manual,,0.5415844562843222,0.503345201176241,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Baseline 2B — with manual,3000,0.5415844562843222,False,,true_false,,,,1012,3000,0.3373333333333333,,,,,,,,,,1.4149899567382047,boolean_prob_true,0.69520325,non_fallback,3000,computed,0.3333333333333333,,
baseline.robust_4B.no_manual,3000,0.595718799031407,0.5630224203796976,0,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Baseline 4B — no manual,3000,0.595718799031407,,0.36733333333333335,yes_no,1356,435,0.32079646017699115,1484,3000,0.49466666666666664,2519,1552,0.6161175069472012,0.9,,0.951511523588547,0.9178224367528368,0.4255319298967998,0.8468903406244308,1.7200749619839775,verdict_prob_belongs,0.84954175,all,,computed,0.3333333333333333,"[0.31668723296274204, 0.3504057166123665]",1000
baseline.robust_4B.no_manual,3000,0.3002787772292299,0.2952939196498625,0,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Baseline 4B — no manual,3000,0.30027877722922985,,0.36733333333333335,true_false,0,0,,1560,3000,0.52,0,0,,0.9,,0.6528891253326339,0.6318324399053505,0.4983848329860679,0.5904331317114401,0.7903992400893127,boolean_prob_true,0.680259,all,,computed,0.396,"[0.37864306480187254, 0.4136229357329953]",1188
baseline.robust_4B.no_manual,,0.7057753489938703,0.6567366395285387,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Baseline 4B — no manual,1898,0.7057753489938703,False,,yes_no,,,,382,1898,0.20126448893572182,,,,,,,,,,1.984901044437156,verdict_prob_belongs,0.8906945380984491,non_fallback,1898,computed,0.21865121180189673,,
baseline.robust_4B.no_manual,,0.4137542043557905,0.3235286134142951,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Baseline 4B — no manual,1898,0.41375420435579047,False,,true_false,,,,531,1898,0.279768177028451,,,,,,,,,,0.8501396333046977,boolean_prob_true,0.7472178667468254,non_fallback,1898,computed,0.2971548998946259,,
baseline.robust_4B.no_manual,,0.40616586633743645,0.4016162607204412,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Baseline 4B — no manual,1102,0.40616586633743645,True,,yes_no,,,,1102,1102,1.0,,,,,"On fallback records, the final prediction was selected from the Yes/No confidence argmax; prediction/agreement is therefore circular for that framing.",,,,,1.2639588961980126,verdict_prob_belongs,0.7811238406983088,fallback,1102,computed,0.530852994555354,,
baseline.robust_4B.no_manual,,0.10483743359382888,0.24666465579787247,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Baseline 4B — no manual,1102,0.1048374335938289,False,,true_false,,,,1029,1102,0.9337568058076225,,,,,,,,,,0.6875069838980236,boolean_prob_true,0.6345517366793962,fallback,1102,computed,0.5662431941923775,,
baseline.robust_4B.with_manual,3000,0.35779671589996415,0.3067995636281103,0,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Baseline 4B — with manual,3000,0.35779671589996415,,0.787,yes_no,5,0,0.0,2426,3000,0.8086666666666666,5,0,0.0,0.9,,0.7547066091473317,0.65835548118638,0.616203211117367,0.6638508448190317,0.8118986521132943,verdict_prob_belongs,0.8591175,all,,computed,0.35733333333333334,"[0.34037763589545156, 0.3746539289408415]",1072
baseline.robust_4B.with_manual,3000,0.05845368079345992,0.21004186549516454,0,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Baseline 4B — with manual,3000,0.058453680793459875,,0.787,true_false,0,0,,699,3000,0.233,0,0,,0.9,,0.6574878277361862,0.6209716626505632,0.49240710793098863,0.34717012259785185,0.609128460280279,boolean_prob_true,0.66759825,all,,computed,0.6683333333333333,"[0.651279980877979, 0.6849561400511612]",2005
baseline.robust_4B.with_manual,,0.5929660942823207,0.3912299127741654,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Baseline 4B — with manual,639,0.5929660942823207,False,,yes_no,,,,65,639,0.10172143974960876,,,,,,,,,,0.9914194896126218,verdict_prob_belongs,0.9481826606260296,non_fallback,639,computed,0.09389671361502347,,
baseline.robust_4B.with_manual,,0.2911990740615975,0.1314269695363071,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Baseline 4B — with manual,639,0.29119907406159745,False,,true_false,,,,597,639,0.9342723004694836,,,,,,,,,,0.4447802924029962,boolean_prob_true,0.7138334019769358,non_fallback,639,computed,0.9420970266040689,,
baseline.robust_4B.with_manual,,0.29499415819373936,0.28394865591767854,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Baseline 4B — with manual,2361,0.29499415819373936,True,,yes_no,,,,2361,2361,1.0,,,,,"On fallback records, the final prediction was selected from the Yes/No confidence argmax; prediction/agreement is therefore circular for that framing.",,,,,0.7633116910111891,verdict_prob_belongs,0.8394818692043452,fallback,2361,computed,0.4286319356204998,,
baseline.robust_4B.with_manual,,0.07605332923704841,0.23131883225404207,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Baseline 4B — with manual,2361,0.07605332923704841,False,,true_false,,,,102,2361,0.043202033036848796,,,,,,,,,,0.6536089682318179,boolean_prob_true,0.6581064264652661,fallback,2361,computed,0.5942397289284201,,
interactive.legacy_0.8B.ABA,1221,,,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,,Interactive ABA — legacy,,,,,,,,,,,,,,,,,,,,,,,,all,,not_applicable_no_confidence_fields,,,
interactive.rejudge_2B.ABA,3000,0.18846683066086503,0.1941120592535943,3000,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Interactive ABA — rejudged by 2B,3000,0.188466830660865,,0.0,yes_no,1174,49,0.041737649063032366,1962,3000,0.654,1304,61,0.04677914110429448,0.9,,0.8918526046180903,0.7452424694618497,0.7330648063396773,0.4476208060192802,0.5513656633082529,verdict_prob_belongs,0.89958575,all,,computed,0.6803333333333333,"[0.6634240733329123, 0.6967813552268202]",2041
interactive.rejudge_2B.ABA,3000,0.15551162861329948,0.19399048629981117,3000,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Interactive ABA — rejudged by 2B,3000,0.1555116286132995,,0.0,true_false,307,10,0.03257328990228013,1952,3000,0.6506666666666666,345,12,0.034782608695652174,0.9,,0.8398868587690137,0.723856159155955,0.6947459133025389,0.45857839015708557,0.5596845464954338,boolean_prob_true,0.861854,all,,computed,0.675,"[0.6580251559863218, 0.6915272469598143]",2025
interactive.rejudge_2B.ABA,3000,0.27457140614898284,0.3293350455803986,3000,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Interactive ABA — rejudged by 2B,3000,0.27457140614898284,,0.0,debater_ab_converted,14,3,0.21428571428571427,1508,3000,0.5026666666666667,23,11,0.4782608695652174,0.9,,0.7720035695149496,0.7685029151210963,0.5035740610866435,0.5132014905501605,0.8942707619195783,debater_prob_yes,0.4961685,all,,computed,0.49566666666666664,"[0.4777923817763995, 0.5135520349125533]",1487
interactive.rejudge_2B.ABA,,0.18846683066086503,0.1941120592535943,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive ABA — rejudged by 2B,3000,0.188466830660865,False,,yes_no,,,,1962,3000,0.654,,,,,,,,,,0.5513656633082529,verdict_prob_belongs,0.89958575,non_fallback,3000,computed,0.6803333333333333,,
interactive.rejudge_2B.ABA,,0.15551162861329948,0.19399048629981117,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive ABA — rejudged by 2B,3000,0.1555116286132995,False,,true_false,,,,1952,3000,0.6506666666666666,,,,,,,,,,0.5596845464954338,boolean_prob_true,0.861854,non_fallback,3000,computed,0.675,,
interactive.rejudge_2B.ABA,,0.27457140614898284,0.3293350455803986,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive ABA — rejudged by 2B,3000,0.27457140614898284,False,,debater_ab_converted,,,,1508,3000,0.5026666666666667,,,,,,,,,,0.8942707619195783,debater_prob_yes,0.4961685,non_fallback,3000,computed,0.49566666666666664,,
interactive.rejudge_2B.BAB,3000,0.16152202288229725,0.19301031685905665,3000,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Interactive BAB — rejudged by 2B,3000,0.16152202288229725,,0.0,yes_no,867,39,0.04498269896193772,1798,3000,0.5993333333333334,965,46,0.04766839378238342,0.9,,0.8625182599215109,0.7269102121753166,0.700033636123756,0.4061741645511056,0.5519611619914104,verdict_prob_belongs,0.85682825,all,,computed,0.6776666666666666,"[0.6607243037708744, 0.6941546119820597]",2033
interactive.rejudge_2B.BAB,3000,0.10901057422756022,0.19816073191028416,3000,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Interactive BAB — rejudged by 2B,3000,0.10901057422756016,,0.0,true_false,103,7,0.06796116504854369,1803,3000,0.601,110,9,0.08181818181818182,0.9,,0.7908395968042629,0.7054669371345955,0.6514056027725365,0.42982394140444363,0.5764055927992434,boolean_prob_true,0.777045,all,,computed,0.6766666666666666,"[0.6597120507035859, 0.6931694227467988]",2030
interactive.rejudge_2B.BAB,3000,0.28671449863019394,0.335095938601102,3000,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Interactive BAB — rejudged by 2B,3000,0.2867144986301939,,0.0,debater_ab_converted,15,4,0.26666666666666666,1438,3000,0.47933333333333333,22,9,0.4090909090909091,0.9,,0.778961771412658,0.7755094018835258,0.4922767333041305,0.48479739528186805,0.9110005912372817,debater_prob_yes,0.503372,all,,computed,0.49366666666666664,"[0.47579570144424593, 0.5115538306396081]",1481
interactive.rejudge_2B.BAB,,0.16152202288229725,0.19301031685905665,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive BAB — rejudged by 2B,3000,0.16152202288229725,False,,yes_no,,,,1798,3000,0.5993333333333334,,,,,,,,,,0.5519611619914104,verdict_prob_belongs,0.85682825,non_fallback,3000,computed,0.6776666666666666,,
interactive.rejudge_2B.BAB,,0.10901057422756022,0.19816073191028416,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive BAB — rejudged by 2B,3000,0.10901057422756016,False,,true_false,,,,1803,3000,0.601,,,,,,,,,,0.5764055927992434,boolean_prob_true,0.777045,non_fallback,3000,computed,0.6766666666666666,,
interactive.rejudge_2B.BAB,,0.28671449863019394,0.335095938601102,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive BAB — rejudged by 2B,3000,0.2867144986301939,False,,debater_ab_converted,,,,1438,3000,0.47933333333333333,,,,,,,,,,0.9110005912372817,debater_prob_yes,0.503372,non_fallback,3000,computed,0.49366666666666664,,
interactive.robust_0.8B.ABA,3000,0.2409345378708034,0.2737773464092092,3000,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Interactive ABA — 0.8B judge,3000,0.24093453787080338,,0.736,yes_no,1,0,0.0,2561,3000,0.8536666666666667,1,0,0.0,0.9,,0.6136785545813571,0.6138197573801063,0.5695742769508215,0.5963178344340577,0.7457032311668045,verdict_prob_belongs,0.60900625,all,,computed,0.4806666666666667,"[0.4628242483996734, 0.4985585337510392]",1442
interactive.robust_0.8B.ABA,3000,0.29534846506394824,0.3032050411101722,3000,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Interactive ABA — 0.8B judge,3000,0.29534846506394824,,0.736,true_false,0,0,,1910,3000,0.6366666666666667,0,0,,0.9,,0.6415478840863625,0.6299462171509497,0.5160642472882154,0.5866149336287307,0.8065346329517741,boolean_prob_true,0.60320825,all,,computed,0.369,"[0.35191082253362094, 0.3864242358324145]",1107
interactive.robust_0.8B.ABA,3000,0.3231314583466982,0.3636031937453272,3000,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Interactive ABA — 0.8B judge,3000,0.3231314583466982,,0.736,debater_ab_converted,163,82,0.5030674846625767,1517,3000,0.5056666666666667,338,184,0.5443786982248521,0.9,,0.8106895390403752,0.8206119610868728,0.497553148100064,0.5137378865313516,1.0175483508293672,debater_prob_yes,0.47957775,all,,computed,0.496,"[0.47812518961431844, 0.5138850411754841]",1488
interactive.robust_0.8B.ABA,,0.25537196792904426,0.2751466563269599,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive ABA — 0.8B judge,792,0.25537196792904426,False,,yes_no,,,,353,792,0.4457070707070707,,,,,,,,,,0.7484097910366867,verdict_prob_belongs,0.5980425658359024,non_fallback,792,computed,0.4734848484848485,,
interactive.robust_0.8B.ABA,,0.3229298793708273,0.31534235488061985,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive ABA — 0.8B judge,792,0.3229298793708273,False,,true_false,,,,253,792,0.3194444444444444,,,,,,,,,,0.8336896460778811,boolean_prob_true,0.5847156706162018,non_fallback,792,computed,0.3421717171717172,,
interactive.robust_0.8B.ABA,,0.3573847300729794,0.3822510929129279,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive ABA — 0.8B judge,792,0.3573847300729794,False,,debater_ab_converted,,,,387,792,0.48863636363636365,,,,,,,,,,1.0589261141766022,debater_prob_yes,0.4599375998217138,non_fallback,792,computed,0.46085858585858586,,
interactive.robust_0.8B.ABA,,0.23575589448034748,0.27328618089523343,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive ABA — 0.8B judge,2208,0.23575589448034748,True,,yes_no,,,,2208,2208,1.0,,,,,"On fallback records, the final prediction was selected from the Yes/No confidence argmax; prediction/agreement is therefore circular for that framing.",,,,,0.7447323999091292,verdict_prob_belongs,0.6124227032306057,fallback,2208,computed,0.4832427536231884,,
interactive.robust_0.8B.ABA,,0.2854551316712633,0.2988514394316421,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive ABA — 0.8B judge,2208,0.2854551316712633,False,,true_false,,,,1657,2208,0.7504528985507246,,,,,,,,,,0.796794247808714,boolean_prob_true,0.6105529770950562,fallback,2208,computed,0.3786231884057971,,
interactive.robust_0.8B.ABA,,0.31178937004201834,0.3569142733917313,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive ABA — 0.8B judge,2208,0.3117893700420184,False,,debater_ab_converted,,,,1130,2208,0.5117753623188406,,,,,,,,,,1.002706327020033,debater_prob_yes,0.4867316529985442,fallback,2208,computed,0.5086050724637681,,
interactive.robust_0.8B.BAB,3000,0.273608201899304,0.3032396849329773,3000,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Interactive BAB — 0.8B judge,3000,0.273608201899304,,0.6553333333333333,yes_no,2,2,1.0,2394,3000,0.798,2,2,1.0,0.9,,0.6264085024084575,0.6391338525575353,0.5469169709420859,0.6166598085846622,0.8114157126629253,verdict_prob_belongs,0.5418555,all,,computed,0.41933333333333334,"[0.40178993003357655, 0.43708305756077603]",1258
interactive.robust_0.8B.BAB,3000,0.30999003622933813,0.30921860997784695,3000,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Interactive BAB — 0.8B judge,3000,0.30999003622933813,,0.6553333333333333,true_false,0,0,,1934,3000,0.6446666666666667,0,0,,0.9,,0.6590100964960219,0.642005928858062,0.5189879618005268,0.5914222659626599,0.8198890501940799,boolean_prob_true,0.62362875,all,,computed,0.36733333333333335,"[0.3502625571583835, 0.384743430703403]",1102
interactive.robust_0.8B.BAB,3000,0.1832285319144165,0.2751560166512907,3000,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,1.0,,Interactive BAB — 0.8B judge,3000,0.18322853191441651,,0.6553333333333333,debater_ab_converted,2,1,0.5,1507,3000,0.5023333333333333,4,2,0.5,0.9,,0.638845060731477,0.640240085042649,0.5040667900208112,0.49923607598436925,0.7515975223784293,debater_prob_yes,0.50856825,all,,computed,0.5116666666666667,"[0.4937761114359098, 0.5295273820938327]",1535
interactive.robust_0.8B.BAB,,0.3197465219374673,0.3145598005227677,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive BAB — 0.8B judge,1034,0.31974652193746733,False,,yes_no,,,,428,1034,0.41392649903288203,,,,,,,,,,0.8354892006650685,verdict_prob_belongs,0.5271364878336964,non_fallback,1034,computed,0.3829787234042553,,
interactive.robust_0.8B.BAB,,0.36299346811961597,0.32787519872439425,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive BAB — 0.8B judge,1034,0.36299346811961597,False,,true_false,,,,341,1034,0.32978723404255317,,,,,,,,,,0.8606101517743253,boolean_prob_true,0.6137013994018388,non_fallback,1034,computed,0.32011605415860733,,
interactive.robust_0.8B.BAB,,0.21422390078309123,0.2686714911676815,,Teacher-forced continuation scores from separate follow-up prompt framings; they are not probabilities extracted from the original generated explanation.,,1.0,Interactive BAB — 0.8B judge,1034,0.21422390078309123,False,,debater_ab_converted,,,,508,1034,0.4912959381044487,,,,,,,,,,0.7375458344226675,debater_prob_yes,0.527145718716538,non_fallback,1034,computed,0.5299806576402321,,
